session,stim1,stim2,stim3,act3,stim4,act4
1,images/Variation06_20110131/face0004_rx-69.400_ry-63.474_rz+01.224_tx-00.360_ty+00.178_s+01.186_c28e2ccd0c476e2f36ab9541e163e311306e979e_256x256.png,images/Variation03_20110128/38_rx-37.125_ry-41.816_rz+11.940_tx-00.094_ty-00.502_s+00.621_3b9b91683804878c97728c1323e3f9efb13a83ef_256x256.png,images/Variation03_20110128/38_rx-03.172_ry+18.082_rz+11.946_tx-00.258_ty-00.381_s+00.832_0c04a361705461916339257186311d8be9c7ba46_256x256.png,x,images/Variation03_20110128/face0001_rx-34.489_ry+06.548_rz+13.138_tx-00.119_ty-00.524_s+00.886_b68a141b258a31e8cda51fcb30c1d76ade4f2039_256x256.png,b
1,images/Variation03_20110128/support_rx-32.213_ry+63.576_rz-05.364_tx-00.100_ty+00.410_s+01.398_29bbc94867083f413e41225ebaa879b9cda7bafb_256x256.png,images/Variation06_20110131/031_rx+84.149_ry+34.221_rz+36.853_tx-00.424_ty-00.634_s+01.030_0d944a5c935dbb8a926303060563f571bd96d13d_256x256.png,images/Variation03_20110128/031_rx-15.145_ry-01.351_rz+33.333_tx+00.206_ty+00.321_s+00.650_4389a1a8b3fd270676ffa3faef7f18aa70db0d38_256x256.png,x,images/Variation06_20110131/support_rx+00.103_ry+113.298_rz-54.263_tx+00.165_ty-00.906_s+01.008_d9b32bf07c4609b4acb9696ec80bf7257b428c6b_256x256.png,x
1,images/Variation03_20110128/astra_rx-06.800_ry-11.674_rz-08.848_tx-00.204_ty-00.022_s+01.207_a17beb47186d13aa2191f43e4da68649eebeeba3_256x256.png,images/Variation06_20110131/CGTG_L_rx+42.135_ry-45.754_rz-48.117_tx-00.447_ty-00.539_s+01.688_00b602c77f28f4d19414291beb3820480b1d2598_256x256.png,images/Variation03_20110128/CGTG_L_rx-23.819_ry+27.301_rz+33.099_tx+00.114_ty+00.402_s+01.050_e1089275f5cc104f982f7839ab5ed4c4a97c77f8_256x256.png,x,images/Variation06_20110131/Beetle_rx+26.111_ry+87.983_rz-04.800_tx-00.362_ty-00.346_s+00.820_1abc06de56081bf45b8db2ff9c814ad8425f1806_256x256.png,b
1,images/Variation06_20110131/011_rx-86.937_ry-32.869_rz+70.373_tx-00.429_ty+00.255_s+00.492_b90b0d95ce4488673ecc01645a329d4040eafc8b_256x256.png,images/Variation06_20110131/10_rx-09.197_ry-56.441_rz+32.494_tx+00.094_ty+00.535_s+00.867_3f1fa086220d669b2f76c54368cc6855a5ceb91d_256x256.png,images/Variation06_20110131/Pear_obj_rx-87.764_ry+07.006_rz+03.481_tx-00.468_ty-00.141_s+00.926_160678ce5350301512c9be5b1ab7d8e80c151d3c_256x256.png,b,images/Variation03_20110128/walnut_obj_rx-88.101_ry+30.441_rz-00.959_tx-00.226_ty-00.193_s+00.728_4c49fca4074732c6dbe60a3a0b134b82c89111c1_256x256.png,b
1,images/Variation03_20110128/astra_rx-28.646_ry-02.606_rz+05.609_tx+00.042_ty-00.388_s+01.088_34eb36940d320c8e4b3d446bc366dc4620058c2a_256x256.png,images/Variation06_20110131/GORILLA_rx-00.719_ry-88.302_rz-45.316_tx-00.270_ty-00.943_s+00.822_a11e6927fc1aac01675d9bd2014cf791de353007_256x256.png,images/Variation03_20110128/GORILLA_rx-16.470_ry-31.203_rz+22.955_tx-00.120_ty+00.252_s+00.896_3349857dbefd9f4194c68810f7b588194d093ce9_256x256.png,x,images/Variation06_20110131/031_rx+40.141_ry-76.791_rz+54.422_tx-00.070_ty-00.025_s+01.012_6d4edcf292c1a9122661f1979806bff6e61ea996_256x256.png,b
1,images/Variation03_20110128/CGTG_L_rx-23.819_ry+27.301_rz+33.099_tx+00.114_ty+00.402_s+01.050_e1089275f5cc104f982f7839ab5ed4c4a97c77f8_256x256.png,images/Variation06_20110131/blCow_rx+56.650_ry-31.014_rz-11.315_tx-00.377_ty+00.143_s+01.039_28d9efc21ad8704088f8bfb06995c6ac08d3286e_256x256.png,images/Variation06_20110131/10_rx+89.780_ry-55.981_rz+85.872_tx-00.474_ty-00.214_s+00.816_6f12c08aa0182fb9ebf9f4a2cb5583dca052fb92_256x256.png,b,images/Variation03_20110128/face0001_rx+25.294_ry-44.732_rz+27.472_tx-00.179_ty+00.516_s+00.781_6098192529b27e355fca53d7dba1a69803a30773_256x256.png,b
1,images/Variation03_20110128/astra_rx-12.168_ry+32.362_rz-06.838_tx+00.227_ty+00.437_s+00.944_ff3f20b489e78ee5d0db356052166caf801408fc_256x256.png,images/Variation03_20110128/support_rx+43.384_ry+105.797_rz-19.073_tx+00.227_ty-00.040_s+01.165_65fc8fabbbe05697074937247c1f2d4c185434e4_256x256.png,images/Variation00_20110203/walnut_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_5fd906758f13731a000a056260c0c6fed4ff3786_256x256.png,b,images/Variation03_20110128/astra_rx-28.646_ry-02.606_rz+05.609_tx+00.042_ty-00.388_s+01.088_34eb36940d320c8e4b3d446bc366dc4620058c2a_256x256.png,x
1,images/Variation00_20110203/face0004_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.800_55ed1a15b191930ab18c20db9140305097cbc503_256x256.png,images/Variation03_20110128/CGTG_L_rx-23.819_ry+27.301_rz+33.099_tx+00.114_ty+00.402_s+01.050_e1089275f5cc104f982f7839ab5ed4c4a97c77f8_256x256.png,images/Variation06_20110131/Beetle_rx+66.691_ry+02.215_rz-70.438_tx+00.137_ty+00.981_s+01.323_53991aafc814d9db3b4bb72b1127a00dd068c54c_256x256.png,b,images/Variation06_20110131/face0004_rx+71.823_ry+17.369_rz+34.907_tx-00.166_ty-01.129_s+00.947_62f41cb308b6d5a23b5f36825cf2d20ec123d649_256x256.png,x
2,images/Variation00_20110203/face0004_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.800_55ed1a15b191930ab18c20db9140305097cbc503_256x256.png,images/Variation03_20110128/walnut_obj_rx-88.101_ry+30.441_rz-00.959_tx-00.226_ty-00.193_s+00.728_4c49fca4074732c6dbe60a3a0b134b82c89111c1_256x256.png,images/Variation06_20110131/walnut_obj_rx-33.785_ry-11.360_rz-87.699_tx+00.508_ty-00.512_s+00.479_a1708ff35fa965562f0002fa84426dba5c1c3daa_256x256.png,x,images/Variation03_20110128/face0001_rx-08.819_ry+25.594_rz+08.279_tx-00.049_ty+00.046_s+00.984_6e02cf3db148d784bca3052ce2ed8b55aebd052a_256x256.png,b
2,images/Variation03_20110128/05_future_rx+16.463_ry+102.069_rz+49.889_tx-00.166_ty-00.316_s+01.397_ba1bd5019208455f5d4a651fca3db3c6987ee6fa_256x256.png,images/Variation03_20110128/CGTG_L_rx+28.194_ry+32.511_rz-39.622_tx-00.125_ty+00.308_s+01.456_77e577e9600e9eb87689ee6afb0952ece7db78d0_256x256.png,images/Variation06_20110131/38_rx-24.783_ry-73.540_rz+10.878_tx+00.360_ty+00.501_s+00.854_cd8cb8b852666f43863735bc47fe44d580d0ed8d_256x256.png,b,images/Variation06_20110131/05_future_rx+70.542_ry+138.504_rz+105.988_tx+00.126_ty+00.657_s+01.560_ce56947cdc2d9a42e498addc1c5930506d1d7dab_256x256.png,x
2,images/Variation03_20110128/38_rx-15.128_ry+43.251_rz-34.460_tx+00.285_ty+00.152_s+00.871_fa1c4ed63b1b49e9aa5e2d82aaf289b4f05c0ae8_256x256.png,images/Variation03_20110128/38_rx-15.128_ry+43.251_rz-34.460_tx+00.285_ty+00.152_s+00.871_fa1c4ed63b1b49e9aa5e2d82aaf289b4f05c0ae8_256x256.png,images/Variation03_20110128/031_rx-15.145_ry-01.351_rz+33.333_tx+00.206_ty+00.321_s+00.650_4389a1a8b3fd270676ffa3faef7f18aa70db0d38_256x256.png,b,images/Variation03_20110128/031_rx-15.145_ry-01.351_rz+33.333_tx+00.206_ty+00.321_s+00.650_4389a1a8b3fd270676ffa3faef7f18aa70db0d38_256x256.png,b
2,images/Variation03_20110128/01_Airliner_2jetEngines_rx-09.588_ry+86.219_rz+117.995_tx-00.137_ty+00.551_s+01.150_4c625a9945aaf9ce5d9ae7f90688c9979b1e42b6_256x256.png,images/Variation06_20110131/011_rx-86.937_ry-32.869_rz+70.373_tx-00.429_ty+00.255_s+00.492_b90b0d95ce4488673ecc01645a329d4040eafc8b_256x256.png,images/Variation06_20110131/support_rx+21.772_ry+67.257_rz-42.693_tx-00.278_ty+00.310_s+01.416_cc4ffbc12a9cbb9b9e9d19dad11f57c9cbb7a595_256x256.png,b,images/Variation03_20110128/support_rx-32.213_ry+63.576_rz-05.364_tx-00.100_ty+00.410_s+01.398_29bbc94867083f413e41225ebaa879b9cda7bafb_256x256.png,b
2,images/Variation06_20110131/01_Airliner_2jetEngines_rx-71.417_ry+163.668_rz+177.944_tx+00.079_ty+00.202_s+01.071_7621f9c4bf13db6a09363239b8d1ef5828368bc4_256x256.png,images/Variation06_20110131/face0004_rx-69.400_ry-63.474_rz+01.224_tx-00.360_ty+00.178_s+01.186_c28e2ccd0c476e2f36ab9541e163e311306e979e_256x256.png,images/Variation06_20110131/face0004_rx+46.755_ry-60.840_rz+72.034_tx+00.314_ty-01.074_s+00.758_64e67d7215a5e2a9366943ab1cca484da2f87905_256x256.png,x,images/Variation03_20110128/blCow_rx+19.838_ry-15.230_rz-28.661_tx+00.169_ty+00.417_s+00.686_36ad8befabc96d72768a99f3148b0961d73a313a_256x256.png,b
2,images/Variation06_20110131/38_rx-24.783_ry-73.540_rz+10.878_tx+00.360_ty+00.501_s+00.854_cd8cb8b852666f43863735bc47fe44d580d0ed8d_256x256.png,images/Variation00_20110203/face0004_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.800_55ed1a15b191930ab18c20db9140305097cbc503_256x256.png,images/Variation06_20110131/face0004_rx+71.823_ry+17.369_rz+34.907_tx-00.166_ty-01.129_s+00.947_62f41cb308b6d5a23b5f36825cf2d20ec123d649_256x256.png,x,images/Variation03_20110128/38_rx-37.125_ry-41.816_rz+11.940_tx-00.094_ty-00.502_s+00.621_3b9b91683804878c97728c1323e3f9efb13a83ef_256x256.png,x
2,images/Variation06_20110131/10_rx+85.854_ry-15.542_rz+51.134_tx+00.076_ty-00.811_s+00.513_53d9385523ac2f6c2a07443dac9c8095a4f0a118_256x256.png,images/Variation06_20110131/05_future_rx+70.542_ry+138.504_rz+105.988_tx+00.126_ty+00.657_s+01.560_ce56947cdc2d9a42e498addc1c5930506d1d7dab_256x256.png,images/Variation03_20110128/face0001_rx+25.294_ry-44.732_rz+27.472_tx-00.179_ty+00.516_s+00.781_6098192529b27e355fca53d7dba1a69803a30773_256x256.png,b,images/Variation06_20110131/10_rx+48.667_ry-35.959_rz-64.416_tx-00.264_ty-01.095_s+00.911_314ca82cab5c62871f06597cb1974f044479064d_256x256.png,x
2,images/Variation06_20110131/Beetle_rx-75.319_ry-16.455_rz-33.697_tx+00.436_ty-00.557_s+01.491_63e0c27781e439aed5c9d74a6b82b73a16164055_256x256.png,images/Variation06_20110131/face0004_rx-69.400_ry-63.474_rz+01.224_tx-00.360_ty+00.178_s+01.186_c28e2ccd0c476e2f36ab9541e163e311306e979e_256x256.png,images/Variation03_20110128/38_rx-15.128_ry+43.251_rz-34.460_tx+00.285_ty+00.152_s+00.871_fa1c4ed63b1b49e9aa5e2d82aaf289b4f05c0ae8_256x256.png,b,images/Variation03_20110128/CGTG_L_rx+28.194_ry+32.511_rz-39.622_tx-00.125_ty+00.308_s+01.456_77e577e9600e9eb87689ee6afb0952ece7db78d0_256x256.png,b
2,images/Variation06_20110131/031_rx+84.149_ry+34.221_rz+36.853_tx-00.424_ty-00.634_s+01.030_0d944a5c935dbb8a926303060563f571bd96d13d_256x256.png,images/Variation06_20110131/astra_rx-77.418_ry-08.359_rz+07.507_tx-00.278_ty+01.137_s+00.759_3eaa6f1fe020d5828184bcb88839891548d39c65_256x256.png,images/Variation03_20110128/astra_rx-12.168_ry+32.362_rz-06.838_tx+00.227_ty+00.437_s+00.944_ff3f20b489e78ee5d0db356052166caf801408fc_256x256.png,x,images/Variation03_20110128/031_rx-15.145_ry-01.351_rz+33.333_tx+00.206_ty+00.321_s+00.650_4389a1a8b3fd270676ffa3faef7f18aa70db0d38_256x256.png,x
2,images/Variation00_20110203/support_rx+00.000_ry+90.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_333ffaa8f1ed166ae3423fec9eae3d1a3a1af56f_256x256.png,images/Variation03_20110128/CGTG_L_rx+20.518_ry+36.224_rz+03.824_tx-00.160_ty-00.536_s+01.016_239eeb2c453058c64041976909d4d3b609d03685_256x256.png,images/Variation03_20110128/CGTG_L_rx+28.194_ry+32.511_rz-39.622_tx-00.125_ty+00.308_s+01.456_77e577e9600e9eb87689ee6afb0952ece7db78d0_256x256.png,x,images/Variation00_20110203/10_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_dad2b3a55bd2db206d63baf22ed9b7ca359c7761_256x256.png,b
2,images/Variation00_20110203/blCow_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.800_d39eb3574486e44fa684767227eae25d06e6f1e9_256x256.png,images/Variation03_20110128/face0001_rx+25.294_ry-44.732_rz+27.472_tx-00.179_ty+00.516_s+00.781_6098192529b27e355fca53d7dba1a69803a30773_256x256.png,images/Variation03_20110128/face0001_rx-08.819_ry+25.594_rz+08.279_tx-00.049_ty+00.046_s+00.984_6e02cf3db148d784bca3052ce2ed8b55aebd052a_256x256.png,x,images/Variation06_20110131/blCow_rx+21.968_ry-55.778_rz-13.963_tx-00.314_ty-00.510_s+00.815_1771a8b56b4b063bb8ff256f9d7adc870348cca4_256x256.png,x
2,images/Variation03_20110128/CGTG_L_rx+28.194_ry+32.511_rz-39.622_tx-00.125_ty+00.308_s+01.456_77e577e9600e9eb87689ee6afb0952ece7db78d0_256x256.png,images/Variation00_20110203/blCow_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.800_d39eb3574486e44fa684767227eae25d06e6f1e9_256x256.png,images/Variation06_20110131/blCow_rx+21.968_ry-55.778_rz-13.963_tx-00.314_ty-00.510_s+00.815_1771a8b56b4b063bb8ff256f9d7adc870348cca4_256x256.png,x,images/Variation03_20110128/face0001_rx-08.819_ry+25.594_rz+08.279_tx-00.049_ty+00.046_s+00.984_6e02cf3db148d784bca3052ce2ed8b55aebd052a_256x256.png,b
2,images/Variation03_20110128/CGTG_L_rx+28.194_ry+32.511_rz-39.622_tx-00.125_ty+00.308_s+01.456_77e577e9600e9eb87689ee6afb0952ece7db78d0_256x256.png,images/Variation06_20110131/GORILLA_rx+79.815_ry-02.147_rz+60.129_tx+00.591_ty+00.969_s+01.138_eb49011e071c087f14c191c4e29a8c00b2d191df_256x256.png,images/Variation06_20110131/GORILLA_rx-00.719_ry-88.302_rz-45.316_tx-00.270_ty-00.943_s+00.822_a11e6927fc1aac01675d9bd2014cf791de353007_256x256.png,x,images/Variation00_20110203/face0004_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.800_55ed1a15b191930ab18c20db9140305097cbc503_256x256.png,b
2,images/Variation03_20110128/CGTG_L_rx+28.194_ry+32.511_rz-39.622_tx-00.125_ty+00.308_s+01.456_77e577e9600e9eb87689ee6afb0952ece7db78d0_256x256.png,images/Variation06_20110131/01_Airliner_2jetEngines_rx-71.417_ry+163.668_rz+177.944_tx+00.079_ty+00.202_s+01.071_7621f9c4bf13db6a09363239b8d1ef5828368bc4_256x256.png,images/Variation03_20110128/blCow_rx+19.838_ry-15.230_rz-28.661_tx+00.169_ty+00.417_s+00.686_36ad8befabc96d72768a99f3148b0961d73a313a_256x256.png,b,images/Variation06_20110131/38_rx-24.783_ry-73.540_rz+10.878_tx+00.360_ty+00.501_s+00.854_cd8cb8b852666f43863735bc47fe44d580d0ed8d_256x256.png,b
2,images/Variation06_20110131/38_rx-24.783_ry-73.540_rz+10.878_tx+00.360_ty+00.501_s+00.854_cd8cb8b852666f43863735bc47fe44d580d0ed8d_256x256.png,images/Variation03_20110128/CGTG_L_rx+28.194_ry+32.511_rz-39.622_tx-00.125_ty+00.308_s+01.456_77e577e9600e9eb87689ee6afb0952ece7db78d0_256x256.png,images/Variation00_20110203/face0004_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.800_55ed1a15b191930ab18c20db9140305097cbc503_256x256.png,b,images/Variation06_20110131/GORILLA_rx+79.815_ry-02.147_rz+60.129_tx+00.591_ty+00.969_s+01.138_eb49011e071c087f14c191c4e29a8c00b2d191df_256x256.png,b
2,images/Variation03_20110128/38_rx-15.128_ry+43.251_rz-34.460_tx+00.285_ty+00.152_s+00.871_fa1c4ed63b1b49e9aa5e2d82aaf289b4f05c0ae8_256x256.png,images/Variation06_20110131/face0004_rx-69.400_ry-63.474_rz+01.224_tx-00.360_ty+00.178_s+01.186_c28e2ccd0c476e2f36ab9541e163e311306e979e_256x256.png,images/Variation03_20110128/face0001_rx-34.489_ry+06.548_rz+13.138_tx-00.119_ty-00.524_s+00.886_b68a141b258a31e8cda51fcb30c1d76ade4f2039_256x256.png,b,images/Variation03_20110128/38_rx-03.172_ry+18.082_rz+11.946_tx-00.258_ty-00.381_s+00.832_0c04a361705461916339257186311d8be9c7ba46_256x256.png,x
2,images/Variation03_20110128/38_rx-37.125_ry-41.816_rz+11.940_tx-00.094_ty-00.502_s+00.621_3b9b91683804878c97728c1323e3f9efb13a83ef_256x256.png,images/Variation03_20110128/38_rx-03.172_ry+18.082_rz+11.946_tx-00.258_ty-00.381_s+00.832_0c04a361705461916339257186311d8be9c7ba46_256x256.png,images/Variation03_20110128/astra_rx-06.800_ry-11.674_rz-08.848_tx-00.204_ty-00.022_s+01.207_a17beb47186d13aa2191f43e4da68649eebeeba3_256x256.png,b,images/Variation03_20110128/38_rx-03.172_ry+18.082_rz+11.946_tx-00.258_ty-00.381_s+00.832_0c04a361705461916339257186311d8be9c7ba46_256x256.png,x
2,images/Variation06_20110131/10_rx-09.197_ry-56.441_rz+32.494_tx+00.094_ty+00.535_s+00.867_3f1fa086220d669b2f76c54368cc6855a5ceb91d_256x256.png,images/Variation03_20110128/011_rx+37.766_ry-18.510_rz+15.517_tx+00.123_ty+00.225_s+00.582_f2121217dc351171e3cd06e4da5166f56d1b74c8_256x256.png,images/Variation00_20110203/support_rx+00.000_ry+90.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_333ffaa8f1ed166ae3423fec9eae3d1a3a1af56f_256x256.png,b,images/Variation06_20110131/Pear_obj_rx-87.764_ry+07.006_rz+03.481_tx-00.468_ty-00.141_s+00.926_160678ce5350301512c9be5b1ab7d8e80c151d3c_256x256.png,b
