,_id,bg_id,category,filename,id,obj,rxy,rxy_semantic,rxz,rxz_semantic,ryz,ryz_semantic,s,size,ty,tz,var,category_id,obj_id,cat_1b,id_1b,pos_1b,file_exists
10,eb98076248ee73948b2413b559b01efccd6f2b93_V3,eb98076248ee73948b2413b559b01efccd6f2b93,Animals,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/blCow_rx+00.460_ry+20.025_rz-00.666_tx+00.140_ty-00.501_s+00.915_eb98076248ee73948b2413b559b01efccd6f2b93_256x256.png,6abe8f1cce54d7fb3fc3d05ab004e54316806001,blCow,0.222781798574748,110.025,0.005180943910157998,0.46,-0.005502192573117792,-0.666,0.06410256410256387,256.0,0.14,-0.501,3,0,5,1,6,8,True
11,1771a8b56b4b063bb8ff256f9d7adc870348cca4_V6,1771a8b56b4b063bb8ff256f9d7adc870348cca4,Animals,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/blCow_rx+21.968_ry-55.778_rz-13.963_tx-00.314_ty-00.510_s+00.815_1771a8b56b4b063bb8ff256f9d7adc870348cca4_256x256.png,bef07007766538f91c591348e76af1e2c4323220,blCow,-0.6199513057399193,34.22200000000001,0.24430485296569127,21.968,-0.08462777777613706,-13.963000000000001,-0.19230769230769296,256.0,-0.314,-0.51,6,0,5,1,6,9,True
12,36ad8befabc96d72768a99f3148b0961d73a313a_V3,36ad8befabc96d72768a99f3148b0961d73a313a,Animals,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/blCow_rx+19.838_ry-15.230_rz-28.661_tx+00.169_ty+00.417_s+00.686_36ad8befabc96d72768a99f3148b0961d73a313a_256x256.png,1c766000020732c4dd8f3b8e9e93090410ad0023,blCow,-0.16916252543107768,74.77,0.22062371449217988,19.838,-0.17209020172995948,-28.66100000000001,-0.5230769230769232,256.0,0.169,0.417,3,0,5,1,6,2,True
13,69c6bf4049144062b6286d7f4dc59da877fcba26_V6,69c6bf4049144062b6286d7f4dc59da877fcba26,Animals,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/blCow_rx-37.182_ry+76.423_rz+21.042_tx+00.274_ty-00.776_s+00.574_69c6bf4049144062b6286d7f4dc59da877fcba26_256x256.png,7f22a1a115bdaa7645a2f8d6ca76d290d772833c,blCow,0.8497815428742956,166.423,-0.4133192506531852,-37.18200000000001,0.12367417830656513,21.042000000000005,-0.8102564102564105,256.0,0.274,-0.776,6,0,5,1,6,7,True
14,333ffaa8f1ed166ae3423fec9eae3d1a3a1af56f_V0,333ffaa8f1ed166ae3423fec9eae3d1a3a1af56f,Boats,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation00_20110203/support_rx+00.000_ry+90.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_333ffaa8f1ed166ae3423fec9eae3d1a3a1af56f_256x256.png,d83f2411adfc644925fb376a774986def99852e9,support,0.0001556437536824884,-90.0,6.670743231040888e-05,0.0,-0.001539070083442562,-0.0,-0.23076923076923106,256.0,0.0,0.0,0,1,7,2,8,5,True
15,683110e3e453817e6bee7e604b25f200f3c67e5e_V6,683110e3e453817e6bee7e604b25f200f3c67e5e,Boats,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/support_rx+13.619_ry+167.390_rz+07.504_tx+00.453_ty+00.996_s+01.731_683110e3e453817e6bee7e604b25f200f3c67e5e_256x256.png,67575bc912103e1244d92ea7298aa9a29038d03a,support,0.8605320792893747,-12.610000000000031,0.15148146089275816,13.619,0.043114490220645285,7.503999999999997,0.6769230769230765,256.0,0.453,0.996,6,1,7,2,8,1,True
16,64d1db24ae2fc94ac26101da6bb89e6b7ca7c05d_V6,64d1db24ae2fc94ac26101da6bb89e6b7ca7c05d,Boats,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/support_rx+41.369_ry+131.615_rz-71.490_tx+00.598_ty-00.950_s+01.874_64d1db24ae2fc94ac26101da6bb89e6b7ca7c05d_256x256.png,11ce9840cccfc4f53a11c9993760bd44c0eec0fe,support,0.4628067015753372,-48.38499999999999,0.46000333537160554,41.369,-0.4269499211147916,-71.49,0.921367521367521,256.0,0.598,-0.95,6,1,7,2,8,7,True
17,29bbc94867083f413e41225ebaa879b9cda7bafb_V3,29bbc94867083f413e41225ebaa879b9cda7bafb,Boats,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/support_rx-32.213_ry+63.576_rz-05.364_tx-00.100_ty+00.410_s+01.398_29bbc94867083f413e41225ebaa879b9cda7bafb_256x256.png,db87a1c72d207f783f6ab230143d6b94ee243423,support,-0.29361082391132753,-116.424,-0.35807437878704484,-32.213,-0.03345827283812375,-5.364,0.10769230769230731,256.0,-0.1,0.41,3,1,7,2,8,2,True
18,65fc8fabbbe05697074937247c1f2d4c185434e4_V3,65fc8fabbbe05697074937247c1f2d4c185434e4,Boats,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/support_rx+43.384_ry+105.797_rz-19.073_tx+00.227_ty-00.040_s+01.165_65fc8fabbbe05697074937247c1f2d4c185434e4_256x256.png,2e329b1d6e6c633dbfbd07d680904e4cab73c12a,support,0.17577738496258988,-74.203,0.48240591472565497,43.384,-0.11503551940112233,-19.073,-0.29059829059829057,256.0,0.227,-0.04,3,1,7,2,8,4,True
19,cc4ffbc12a9cbb9b9e9d19dad11f57c9cbb7a595_V6,cc4ffbc12a9cbb9b9e9d19dad11f57c9cbb7a595,Boats,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/support_rx+21.772_ry+67.257_rz-42.693_tx-00.278_ty+00.310_s+01.416_cc4ffbc12a9cbb9b9e9d19dad11f57c9cbb7a595_256x256.png,a878fbbaaf697e714353d4c4f0962c2f2231ce4a,support,-0.25268763410376993,-112.743,0.2421257435099129,21.772000000000002,-0.25558950319410667,-42.69299999999999,0.13846153846153797,256.0,-0.278,0.31,6,1,7,2,8,6,True
20,d9b32bf07c4609b4acb9696ec80bf7257b428c6b_V6,d9b32bf07c4609b4acb9696ec80bf7257b428c6b,Boats,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/support_rx+00.103_ry+113.298_rz-54.263_tx+00.165_ty-00.906_s+01.008_d9b32bf07c4609b4acb9696ec80bf7257b428c6b_256x256.png,d42ca3c35be4a09c2290a7d4d662270fa1f99ef1,support,0.25916908470355415,-66.702,0.00121185168713267,0.103,-0.3244383428420675,-54.263,-0.558974358974359,256.0,0.165,-0.906,6,1,7,2,8,8,True
21,77e577e9600e9eb87689ee6afb0952ece7db78d0_V3,77e577e9600e9eb87689ee6afb0952ece7db78d0,Boats,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/CGTG_L_rx+28.194_ry+32.511_rz-39.622_tx-00.125_ty+00.308_s+01.456_77e577e9600e9eb87689ee6afb0952ece7db78d0_256x256.png,feb2281e5fd2d7c5046a8e8ebb2d6b72b0558ddc,CGTG_L,0.36159379203771014,122.511,0.31352493190281927,28.194000000000003,-0.23731510504727138,-39.622,0.20683760683760655,256.0,-0.125,0.308,3,1,1,2,2,5,True
22,d735379622220b2b4a9805eed3b8644c126fb064_V6,d735379622220b2b4a9805eed3b8644c126fb064,Boats,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/CGTG_L_rx+28.542_ry-19.817_rz+37.915_tx+00.433_ty+00.675_s+01.434_d735379622220b2b4a9805eed3b8644c126fb064_256x256.png,f15129853efa4daeb9d438bd7542258543cae0a1,CGTG_L,-0.22015808958409777,70.183,0.3173939629773648,28.542,0.22407923201270497,37.915,0.16923076923076907,256.0,0.433,0.675,6,1,1,2,2,1,True
23,de7e13dfab41d7fec5558b2d1e3a4ec1a563f165_V6,de7e13dfab41d7fec5558b2d1e3a4ec1a563f165,Boats,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/CGTG_L_rx-01.935_ry-75.930_rz-77.844_tx-00.370_ty+00.311_s+01.688_de7e13dfab41d7fec5558b2d1e3a4ec1a563f165_256x256.png,b77d30b85b3af202f386587e64487076cfeb0c02,CGTG_L,-0.8439893717551058,14.06999999999999,-0.021446439490809266,-1.935,-0.4647602518946655,-77.844,0.603418803418803,256.0,-0.37,0.311,6,1,1,2,2,6,True
24,00b602c77f28f4d19414291beb3820480b1d2598_V6,00b602c77f28f4d19414291beb3820480b1d2598,Boats,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/CGTG_L_rx+42.135_ry-45.754_rz-48.117_tx-00.447_ty-00.539_s+01.688_00b602c77f28f4d19414291beb3820480b1d2598_256x256.png,84e7b64f37264eacc9b729839824023ab0143d28,CGTG_L,-0.5085103781031474,44.246,0.46851965089776026,42.135000000000005,-0.2878657440109208,-48.117,0.603418803418803,256.0,-0.447,-0.539,6,1,1,2,2,9,True
25,239eeb2c453058c64041976909d4d3b609d03685_V3,239eeb2c453058c64041976909d4d3b609d03685,Boats,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/CGTG_L_rx+20.518_ry+36.224_rz+03.824_tx-00.160_ty-00.536_s+01.016_239eeb2c453058c64041976909d4d3b609d03685_256x256.png,c733c53720019eecaa5e67ebcd98cd215b3a327a,CGTG_L,0.4028727389965423,126.22399999999999,0.228183890155085,20.518000000000008,0.021216155743160936,3.823999999999999,-0.5452991452991454,256.0,-0.16,-0.536,3,1,1,2,2,8,True
26,e1089275f5cc104f982f7839ab5ed4c4a97c77f8_V3,e1089275f5cc104f982f7839ab5ed4c4a97c77f8,Boats,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/CGTG_L_rx-23.819_ry+27.301_rz+33.099_tx+00.114_ty+00.402_s+01.050_e1089275f5cc104f982f7839ab5ed4c4a97c77f8_256x256.png,db3132736957ec82039b5251699e088fa5c1ffa5,CGTG_L,0.30367208084581243,117.30099999999999,-0.2647506809717135,-23.819000000000003,0.19542097689217108,33.099,-0.4871794871794871,256.0,0.114,0.402,3,1,1,2,2,2,True
27,70296c9099b444abf8e38312a778d719b3c74788_V6,70296c9099b444abf8e38312a778d719b3c74788,Boats,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/CGTG_L_rx+15.855_ry+44.991_rz-61.163_tx+00.512_ty-00.910_s+01.094_70296c9099b444abf8e38312a778d719b3c74788_256x256.png,fede9cf58793a484009e4268c1267e247a2bf7f0,CGTG_L,0.5003390810348087,134.991,0.1763410973372519,15.854999999999999,-0.3654977199873507,-61.16299999999999,-0.41196581196581206,256.0,0.512,-0.91,6,1,1,2,2,7,True
28,f144e3aabccefb4228b8257506a2aa26ba5b4a6d_V3,f144e3aabccefb4228b8257506a2aa26ba5b4a6d,Cars,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/Beetle_rx-06.302_ry-39.833_rz+22.244_tx-00.197_ty-00.042_s+01.234_f144e3aabccefb4228b8257506a2aa26ba5b4a6d_256x256.png,4fefbea44756719f5cded1539b1c092e352beab0,Beetle,-0.44268418770636686,50.16700000000001,-0.06999833231420116,-6.302,0.1308268408179607,22.244000000000003,0.2492307692307687,256.0,-0.197,-0.042,3,2,0,3,1,5,True
29,53991aafc814d9db3b4bb72b1127a00dd068c54c_V6,53991aafc814d9db3b4bb72b1127a00dd068c54c,Cars,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Beetle_rx+66.691_ry+02.215_rz-70.438_tx+00.137_ty+00.981_s+01.323_53991aafc814d9db3b4bb72b1127a00dd068c54c_256x256.png,4069cf701dee7c47ba55d9af9b561197710aee47,Beetle,0.024780709068472184,92.215,0.7415309355717268,66.69099999999999,-0.42068985375872814,-70.438,0.4317948717948712,256.0,0.137,0.981,6,2,0,3,1,2,True
30,62383a2a8a133772768b927cc6e31c796b5f2b21_V6,62383a2a8a133772768b927cc6e31c796b5f2b21,Cars,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Beetle_rx+18.468_ry+13.861_rz-00.641_tx-00.246_ty-01.038_s+01.448_62383a2a8a133772768b927cc6e31c796b5f2b21_256x256.png,e4c30a43b712767c6bcc1d2a861fe12e558fde3b,Beetle,0.1542540773104759,103.861,0.20539218411250326,18.468000000000004,-0.005353426713895715,-0.641,0.6882051282051276,256.0,-0.246,-1.038,6,2,0,3,1,9,True
31,1abc06de56081bf45b8db2ff9c814ad8425f1806_V6,1abc06de56081bf45b8db2ff9c814ad8425f1806,Cars,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Beetle_rx+26.111_ry+87.983_rz-04.800_tx-00.362_ty-00.346_s+00.820_1abc06de56081bf45b8db2ff9c814ad8425f1806_256x256.png,9a21e4dd644a0eba154d26fd49d4a7f57bd26576,Beetle,0.9782988137722484,177.983,0.2903663349824792,26.111,-0.030102115054074563,-4.8,-0.6000000000000003,256.0,-0.362,-0.346,6,2,0,3,1,6,True
32,1ed78938296e02732cde8c27b4a3fa718bc27844_V6,1ed78938296e02732cde8c27b4a3fa718bc27844,Cars,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Beetle_rx-70.304_ry+47.106_rz+12.051_tx+00.519_ty+00.764_s+01.559_1ed78938296e02732cde8c27b4a3fa718bc27844_256x256.png,4f5db4cadfd733acc4036c12fb3b052c20270e8d,Beetle,0.5238524052518649,137.10599999999997,-0.7815665128689826,-70.304,0.07017202469595007,12.051,0.9158974358974352,256.0,0.519,0.764,6,2,0,3,1,1,True
33,63e0c27781e439aed5c9d74a6b82b73a16164055_V6,63e0c27781e439aed5c9d74a6b82b73a16164055,Cars,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/Beetle_rx-75.319_ry-16.455_rz-33.697_tx+00.436_ty-00.557_s+01.491_63e0c27781e439aed5c9d74a6b82b73a16164055_256x256.png,d88c492194c28b1e8a60bd6d3967b84ee654265b,Beetle,-0.18278135387830885,73.545,-0.8373228083829078,-75.31900000000002,-0.20205759641164744,-33.697,0.776410256410256,256.0,0.436,-0.557,6,2,0,3,1,7,True
34,34eb36940d320c8e4b3d446bc366dc4620058c2a_V3,34eb36940d320c8e4b3d446bc366dc4620058c2a,Cars,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/astra_rx-28.646_ry-02.606_rz+05.609_tx+00.042_ty-00.388_s+01.088_34eb36940d320c8e4b3d446bc366dc4620058c2a_256x256.png,f901256567ce5ea953d22e565be8262e7662e95a,astra,-0.02881632925324351,87.394,-0.318416810272953,-28.646,0.03183803809161456,5.609,-0.050256410256410367,256.0,0.042,-0.388,3,2,2,3,3,5,True
35,3eaa6f1fe020d5828184bcb88839891548d39c65_V6,3eaa6f1fe020d5828184bcb88839891548d39c65,Cars,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/astra_rx-77.418_ry-08.359_rz+07.507_tx-00.278_ty+01.137_s+00.759_3eaa6f1fe020d5828184bcb88839891548d39c65_256x256.png,bd4f49a0fd4ad5ba31355b186e5e7b0ff1cb5fbf,astra,-0.09277479460583216,81.64099999999999,-0.8606592917894339,-77.418,0.04313234212375194,7.507000000000001,-0.7251282051282052,256.0,-0.278,1.137,6,2,2,3,3,3,True
36,a17beb47186d13aa2191f43e4da68649eebeeba3_V3,a17beb47186d13aa2191f43e4da68649eebeeba3,Cars,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/astra_rx-06.800_ry-11.674_rz-08.848_tx-00.204_ty-00.022_s+01.207_a17beb47186d13aa2191f43e4da68649eebeeba3_256x256.png,3506d62506cbf58293cf9dfa8bb9c99869138212,astra,-0.12962901199568655,78.326,-0.07553504919674037,-6.800000000000001,-0.0541902829793075,-8.848,0.19384615384615356,256.0,-0.204,-0.022,3,2,2,3,3,6,True
37,b9add36dd5768d3d585186712eb74782f31a3d78_V6,b9add36dd5768d3d585186712eb74782f31a3d78,Cars,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/astra_rx+21.437_ry+87.130_rz+11.805_tx-00.421_ty-01.149_s+01.008_b9add36dd5768d3d585186712eb74782f31a3d78_256x256.png,ab8af1ed063cf39ebcb0b7e233a0933fdba8cc44,astra,0.9688156622085848,177.13000000000002,0.2384012452053932,21.437,0.06870816864120521,11.805,-0.21435897435897455,256.0,-0.421,-1.149,6,2,2,3,3,9,True
38,ff3f20b489e78ee5d0db356052166caf801408fc_V3,ff3f20b489e78ee5d0db356052166caf801408fc,Cars,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/astra_rx-12.168_ry+32.362_rz-06.838_tx+00.227_ty+00.437_s+00.944_ff3f20b489e78ee5d0db356052166caf801408fc_256x256.png,6da50ca364336f1a832bcd302fd00b9c1a3e2d15,astra,0.35993729780208783,122.362,-0.13521596531214408,-12.168,-0.04222950789785529,-6.838,-0.34564102564102595,256.0,0.227,0.437,3,2,2,3,3,1,True
39,087d94504c098c5ebf0ad52164ffd70020644e6e_V6,087d94504c098c5ebf0ad52164ffd70020644e6e,Cars,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/astra_rx+17.686_ry+85.824_rz+15.507_tx+00.327_ty-00.050_s+00.960_087d94504c098c5ebf0ad52164ffd70020644e6e_256x256.png,9a91da049405f91de1bfc3dac3f4a9ceb7e561c3,astra,0.9542963234721895,175.824,0.19669798210016243,17.686,0.0907374170748052,15.507000000000003,-0.31282051282051315,256.0,0.327,-0.05,6,2,2,3,3,4,True
40,6d4edcf292c1a9122661f1979806bff6e61ea996_V6,6d4edcf292c1a9122661f1979806bff6e61ea996,Chairs,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/_031_rx+40.141_ry-76.791_rz+54.422_tx-00.070_ty-00.025_s+01.012_6d4edcf292c1a9122661f1979806bff6e61ea996_256x256.png,da6d7d2555fb0731c10ea1e74ccb8468fef98ee3,_031,-0.8535614626065884,-76.79100000000001,0.4463505475568299,40.141,0.3223063535398343,54.42199999999998,0.6835164835164831,256.0,-0.07,-0.025,6,3,6,4,7,5,True
41,21aecb18b64c47d33c714073000096a3490674c4_V6,21aecb18b64c47d33c714073000096a3490674c4,Chairs,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/_031_rx+39.168_ry+64.686_rz-13.439_tx-00.599_ty+00.222_s+00.716_21aecb18b64c47d33c714073000096a3490674c4_256x256.png,f09f38dab27874b853165e5441c91963cd6c0c0c,_031,0.7192964902333545,64.686,0.43553282561564344,39.168,-0.08150964536684302,-13.439,-0.183882783882784,256.0,-0.599,0.222,6,3,6,4,7,6,True
42,4389a1a8b3fd270676ffa3faef7f18aa70db0d38_V3,4389a1a8b3fd270676ffa3faef7f18aa70db0d38,Chairs,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/_031_rx-15.145_ry-01.351_rz+33.333_tx+00.206_ty+00.321_s+00.650_4389a1a8b3fd270676ffa3faef7f18aa70db0d38_256x256.png,1ece73c0e03500d16baa4b46b71b87c14c34b6e9,_031,-0.014863978476692408,-1.351,-0.16831396964812706,-15.145,0.1968134253344893,33.333,-0.37728937728937717,256.0,0.206,0.321,3,3,6,4,7,4,True
43,0d944a5c935dbb8a926303060563f571bd96d13d_V6,0d944a5c935dbb8a926303060563f571bd96d13d,Chairs,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/_031_rx+84.149_ry+34.221_rz+36.853_tx-00.424_ty-00.634_s+01.030_0d944a5c935dbb8a926303060563f571bd96d13d_256x256.png,c6567b843549b33903b1fef48f1e326f34a8504d,_031,0.38060456480894733,34.221000000000004,0.9356273278114287,84.14900000000002,0.21775965831295285,36.852999999999994,0.7362637362637359,256.0,-0.424,-0.634,6,3,6,4,7,9,True
44,3ae0cba4a53088c32be968960a80062d47231b45_V3,3ae0cba4a53088c32be968960a80062d47231b45,Chairs,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation03_20110128/_031_rx-11.571_ry+12.575_rz+35.910_tx+00.038_ty+00.452_s+00.666_3ae0cba4a53088c32be968960a80062d47231b45_256x256.png,35425af53ea6841b9119152a498185e84f2d8113,_031,0.1399570867936275,12.575,-0.12857857579632892,-11.571,0.21214821010309737,35.90999999999999,-0.33040293040293045,256.0,0.038,0.452,3,3,6,4,7,2,True
45,b2f1bc07bbbfcc512417602baf81212a7ee6a83d_V6,b2f1bc07bbbfcc512417602baf81212a7ee6a83d,Chairs,/home/mark/projects/code/RNN_NatAbs/data/original/HvM_with_discfade/Variation06_20110131/_031_rx+41.489_ry+49.556_rz-38.759_tx-00.475_ty+00.592_s+00.443_b2f1bc07bbbfcc512417602baf81212a7ee6a83d_256x256.png,5430832f6295870805b2199e6b4c14bde57fd4f2,_031,0.551090062146327,49.55599999999999,0.46133748401800023,41.48899999999998,-0.23217970758692652,-38.75900000000001,-0.9838827838827838,256.0,-0.475,0.592,6,3,6,4,7,3,True
