_id,bg_id,category,filename,id,obj,rxy,rxy_semantic,rxz,rxz_semantic,ryz,ryz_semantic,s,size,ty,tz,var,category_id,obj_id,file_exists,split
2603ec29244ed2ff2c9b353aec20429eaaaefb7e_V0,2603ec29244ed2ff2c9b353aec20429eaaaefb7e,Fruits,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_2603ec29244ed2ff2c9b353aec20429eaaaefb7e_256x256.png,97d2757946971047f406eb562e947cce75e1d1e3,Apricot_obj,0.0001556437536824,-0.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,5,1,True,train
36d608bfa09d2d58f42f1cd12a27a2b80a3b8d02_V0,36d608bfa09d2d58f42f1cd12a27a2b80a3b8d02,Fruits,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_36d608bfa09d2d58f42f1cd12a27a2b80a3b8d02_256x256.png,6e2ddadd2ca093f7638282e4851b60d5b87b8ca4,Apricot_obj,0.0001556437536824,-0.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,5,1,True,train
4647133f7784fbd40525ea113de132186f16667e_V0,4647133f7784fbd40525ea113de132186f16667e,Fruits,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_4647133f7784fbd40525ea113de132186f16667e_256x256.png,b54f9e7fbc9f49bb60f6d24aa9e90b7623a4b42d,Apricot_obj,0.0001556437536824,-0.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,5,1,True,train
564f10525f8ad70838f82f53b13f8c98dece53cd_V0,564f10525f8ad70838f82f53b13f8c98dece53cd,Fruits,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_564f10525f8ad70838f82f53b13f8c98dece53cd_256x256.png,eb5533e147d78342f664e4f3f1968a62ada7acb9,Apricot_obj,0.0001556437536824,-0.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,5,1,True,train
63de1aebe5e113263e5789d485de81d2da64be93_V0,63de1aebe5e113263e5789d485de81d2da64be93,Fruits,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_63de1aebe5e113263e5789d485de81d2da64be93_256x256.png,ac2ca681980fce7d038b837b6b3bdf1db72bd440,Apricot_obj,0.0001556437536824,-0.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,5,1,True,train
761417e71de4729165b6b49808c8f05e8724bc80_V0,761417e71de4729165b6b49808c8f05e8724bc80,Fruits,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_761417e71de4729165b6b49808c8f05e8724bc80_256x256.png,3dce823bb638b1a29eeb116c2f924bfcaaff60ff,Apricot_obj,0.0001556437536824,-0.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,5,1,True,train
7b44fb43755d315da8e94d73a1ab04e5db592a04_V0,7b44fb43755d315da8e94d73a1ab04e5db592a04,Fruits,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_7b44fb43755d315da8e94d73a1ab04e5db592a04_256x256.png,ae2b8aac003c867a772647197dcd3c050b75a06e,Apricot_obj,0.0001556437536824,-0.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,5,1,True,train
a58162f95b475733b9aa674b70cbcf10aae3e5ee_V0,a58162f95b475733b9aa674b70cbcf10aae3e5ee,Fruits,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_a58162f95b475733b9aa674b70cbcf10aae3e5ee_256x256.png,a38eaebb855209eaf96ddc35f27bd35fe2c8f0ae,Apricot_obj,0.0001556437536824,-0.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,5,1,True,train
c7e06c87acd46b6e4c545a0dddf93872c170933b_V0,c7e06c87acd46b6e4c545a0dddf93872c170933b,Fruits,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_c7e06c87acd46b6e4c545a0dddf93872c170933b_256x256.png,4c4a223b8642ff7c80db97a660ac37ada8cba732,Apricot_obj,0.0001556437536824,-0.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,5,1,True,train
e82cb1d5309fcd7eb1bac41f0d0fccac5db3e885_V0,e82cb1d5309fcd7eb1bac41f0d0fccac5db3e885,Fruits,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/Apricot_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_e82cb1d5309fcd7eb1bac41f0d0fccac5db3e885_256x256.png,f6192eed74846a86733c12b2400459b7b3dff1b6,Apricot_obj,0.0001556437536824,-0.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,5,1,True,train
01634a8fb5e5857b80a088811110213bbd8a142b_V0,01634a8fb5e5857b80a088811110213bbd8a142b,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_01634a8fb5e5857b80a088811110213bbd8a142b_256x256.png,c067441bed74bbdb4912282e908c839732c738bc,BAHRAIN,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,0,True,train
35188a6639ef55c9c3659bb994308dc5827d0228_V0,35188a6639ef55c9c3659bb994308dc5827d0228,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_35188a6639ef55c9c3659bb994308dc5827d0228_256x256.png,2b9cc6ae0ad72f512bd84cca2f724952b03ba54e,BAHRAIN,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,0,True,train
4017ba170ef171ec2adff4536e75c9b1bd9c290d_V0,4017ba170ef171ec2adff4536e75c9b1bd9c290d,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_4017ba170ef171ec2adff4536e75c9b1bd9c290d_256x256.png,afb7c387453bace279dbdf9e06c40ea39624768a,BAHRAIN,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,0,True,train
50303909e122277ca5a1423e0f4a5d00763105fb_V0,50303909e122277ca5a1423e0f4a5d00763105fb,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_50303909e122277ca5a1423e0f4a5d00763105fb_256x256.png,b840cfe74dbc13fd6c85316f1bb6edae58dd0ebb,BAHRAIN,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,0,True,train
7519a172b3e731f3015c6959d866793bebafd8ff_V0,7519a172b3e731f3015c6959d866793bebafd8ff,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_7519a172b3e731f3015c6959d866793bebafd8ff_256x256.png,38887fb925862873f9320d3b8964f7c5f57db134,BAHRAIN,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,0,True,train
b974ecac7aca17d4d29e99deec56b7f8ae4e2f2f_V0,b974ecac7aca17d4d29e99deec56b7f8ae4e2f2f,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_b974ecac7aca17d4d29e99deec56b7f8ae4e2f2f_256x256.png,5f4ea554c5cf965520a54fbb0a18fcee3931c954,BAHRAIN,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,0,True,train
c682e8d311941dc98b2d88b3953f32435dab0388_V0,c682e8d311941dc98b2d88b3953f32435dab0388,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_c682e8d311941dc98b2d88b3953f32435dab0388_256x256.png,d34f62684363e54513b830dd9192aaa18c5c8651,BAHRAIN,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,0,True,train
de7e13dfab41d7fec5558b2d1e3a4ec1a563f165_V0,de7e13dfab41d7fec5558b2d1e3a4ec1a563f165,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_de7e13dfab41d7fec5558b2d1e3a4ec1a563f165_256x256.png,be5888d2cbe8ce06fa6d35a13eb9a58149c0b784,BAHRAIN,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,0,True,train
f7f2e9e9755c2f77eea2226136f79c09d98c4ebc_V0,f7f2e9e9755c2f77eea2226136f79c09d98c4ebc,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_f7f2e9e9755c2f77eea2226136f79c09d98c4ebc_256x256.png,768108628bf1edd1a2db3effb28032235d6407a2,BAHRAIN,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,0,True,train
fa565ea242d3e09e58991f67620353bec2955c83_V0,fa565ea242d3e09e58991f67620353bec2955c83,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/BAHRAIN_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_fa565ea242d3e09e58991f67620353bec2955c83_256x256.png,eadfb3cf7bf54f7f5102286ece37b64e56733c13,BAHRAIN,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,0,True,train
1279014ce3fe19b50fc8dcb72f9736382ac7a892_V0,1279014ce3fe19b50fc8dcb72f9736382ac7a892,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_1279014ce3fe19b50fc8dcb72f9736382ac7a892_256x256.png,c43cefc1318a495618474f27b29bbebaf1638aab,CGTG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,1,True,train
1827371389795949398e266c2ddac7a670852760_V0,1827371389795949398e266c2ddac7a670852760,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_1827371389795949398e266c2ddac7a670852760_256x256.png,1f2b884951df98f2f0b26cb8d420bbca8b74ae50,CGTG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,1,True,train
2da20b81d55b817f1019f791d9776723cc86d503_V0,2da20b81d55b817f1019f791d9776723cc86d503,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_2da20b81d55b817f1019f791d9776723cc86d503_256x256.png,a82b06560fec76771e760afddde3aa4bd5cc3355,CGTG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,1,True,train
5f6accc3e7c90a71cf4bcd324142b06a4fcfb778_V0,5f6accc3e7c90a71cf4bcd324142b06a4fcfb778,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_5f6accc3e7c90a71cf4bcd324142b06a4fcfb778_256x256.png,64b31e4fc9af784e16ea3d2e2c48dd1eda5a261e,CGTG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,1,True,train
80fa1c6e6259b7a1eabe49f06c2d15916565b15c_V0,80fa1c6e6259b7a1eabe49f06c2d15916565b15c,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_80fa1c6e6259b7a1eabe49f06c2d15916565b15c_256x256.png,a79446757c4f7e0b257d6917bc1741e4f34b4bdd,CGTG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,1,True,train
9770675a55c7f0a643d555d1c5615f814698d4f5_V0,9770675a55c7f0a643d555d1c5615f814698d4f5,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_9770675a55c7f0a643d555d1c5615f814698d4f5_256x256.png,f7da8f132bb70207da9462d491503cc742070bd1,CGTG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,1,True,train
a7822b52b3d9b276234e9ef3d78e9e1a2aa0eeb9_V0,a7822b52b3d9b276234e9ef3d78e9e1a2aa0eeb9,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_a7822b52b3d9b276234e9ef3d78e9e1a2aa0eeb9_256x256.png,e134c3d8fa8be11c8eb0b8d55e7f534286f44736,CGTG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,1,True,train
c6dfaa2e1991caf236d96fea30f655efe9777118_V0,c6dfaa2e1991caf236d96fea30f655efe9777118,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_c6dfaa2e1991caf236d96fea30f655efe9777118_256x256.png,a19201d2d1d62feb2d6b07d010ccf8ca794b4d07,CGTG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,1,True,train
d4c45585948d33966a451cb6e618505693091c4a_V0,d4c45585948d33966a451cb6e618505693091c4a,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_d4c45585948d33966a451cb6e618505693091c4a_256x256.png,2f95ff072713b48ca5a841a0e40b6776d50ce299,CGTG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,1,True,train
e4dfdcce5a2597e632e6d87378c58e4f99621199_V0,e4dfdcce5a2597e632e6d87378c58e4f99621199,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/CGTG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_e4dfdcce5a2597e632e6d87378c58e4f99621199_256x256.png,7e7ba5aeb4b0cda8d21464334cc7e885c338c46c,CGTG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,1,True,train
0392f019836b4ff006d8360fa98b7ce556de9848_V0,0392f019836b4ff006d8360fa98b7ce556de9848,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/DTUG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_0392f019836b4ff006d8360fa98b7ce556de9848_256x256.png,2e10c8194b3537804fbe6d587f2b4e1362e5ad59,DTUG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,2,True,train
06e48c385078bdf9b730624c34ea62267d6c01ef_V0,06e48c385078bdf9b730624c34ea62267d6c01ef,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/DTUG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_06e48c385078bdf9b730624c34ea62267d6c01ef_256x256.png,025f6fd6e41e19a963994f40a407b552364e7e20,DTUG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,2,True,train
3270ec6eb7918f7e565da242721ade80f9895a32_V0,3270ec6eb7918f7e565da242721ade80f9895a32,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/DTUG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_3270ec6eb7918f7e565da242721ade80f9895a32_256x256.png,b713c093a9135539f1fdd0b92c44f59688267561,DTUG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,2,True,train
33d0e5d4be161f0fda147f577cb3ced00cba7696_V0,33d0e5d4be161f0fda147f577cb3ced00cba7696,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/DTUG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_33d0e5d4be161f0fda147f577cb3ced00cba7696_256x256.png,0bf1b0c17bdbc60c5c927e536209737e13141274,DTUG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,2,True,train
561c84a23fcc11df50a1c441a23d19cb48d35220_V0,561c84a23fcc11df50a1c441a23d19cb48d35220,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/DTUG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_561c84a23fcc11df50a1c441a23d19cb48d35220_256x256.png,0015b49a190e9bce70b108b28dc1a0674d3c9e66,DTUG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,2,True,train
72f9342dcd5fbfd4da495874b74f5751b89182b1_V0,72f9342dcd5fbfd4da495874b74f5751b89182b1,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/DTUG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_72f9342dcd5fbfd4da495874b74f5751b89182b1_256x256.png,30e28e1a41f9aaee0024af7236d1bd31ac77bfc4,DTUG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,2,True,train
8083394c9b920d881069fbf6f27fe9802b7bd1ce_V0,8083394c9b920d881069fbf6f27fe9802b7bd1ce,Boats,/Users/xiaoxuan/Downloads/original/HvM_with_discfade/Variation00_20110203/DTUG_L_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_8083394c9b920d881069fbf6f27fe9802b7bd1ce_256x256.png,bdb301c0c70f435581e10abf0a89beaef1e8d0d8,DTUG_L,0.0001556437536824,90.0,6.670743231040888e-05,0.0,-0.0015390700834425,-0.0,-0.230769230769231,256.0,0.0,0.0,0,1,2,True,train
